TYPEHUQ,CDD65,CDD30YR,AIA_Zone,KOWNRENT,YEARMADE,YEARMADERANGE,NUMFLRS,ROOFTYPE,NAPTFLRS,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,SIZEOFGARAGE,GARGLOC,OVEN,OVENFUEL,OVENCLN,TYPECLN,OUTGRILL,FUELFOOD,NUMFRIG,SIZRFRI1,ICE,TYPERFR2,SIZRFRI2,REFRIGT2,MONRFRI2,SEPFREEZ,NUMFREEZ,UPRTFRZR,SIZFREEZ,FREEZER,DISHWASH,DWASHUSE,CWASHER,TOPFRONT,WASHLOAD,WASHTEMP,RNSETEMP,DRYER,DRYRFUEL,DRYRUSE,TVCOLOR,TVSIZE2,TVTYPE2,CABLESAT2,TVONWD2,TVONWE2,TVSIZE3,TVTYPE3,CABLESAT3,TVONWD3,TVONWE3,NUMPC,TIMEON2,PCPRINT,ELECDEV,FUELHEAT,HEATOTH,HEATROOM,NUMTHERM,FUELH2O,WHEATOTH,ZWHEATAGE,ZWHEATBKT,AIRCOND,DNTAC,CENACHP,MAINTAC,ACROOMS,USECENAC,THERMAINAC,PROTHERMAC,TEMPHOMEAC,TEMPGONEAC,TEMPNITEAC,NUMCFAN,USECFAN,SWIMPOOL,POOL,LGT4,LGT1,NOUTLGTNT,WINDOWS,USENG,USELP,ELWARM,ELCOOL,ELWATER,ELFOOD,UGWARM,UGWATER,UGCOOK,LPOTHER,PELHEAT,PELHOTWA,PELCOOK,PELAC,PGASHEAT,PGASHTWA,PUGCOOK,SPOUSE,NHSLDMEM,AGEHHMEMCAT2,AGEHHMEMCAT3,MONEYPY,TOTSQFT,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELOTH,TOTALBTU,TOTALBTUCOL,TOTALBTURFG,TOTALBTUOTH,TOTALDOL,TOTALDOLCOL,TOTALDOLWTH,TOTALDOLRFG,TOTALDOLOTH,KAVALNG,PERIODNG,KWH
1,962,1201,3,1,1978,4,0,3,0,10,2,1,2,4,0,0,0,0,0,1,2,1,5,1,4,0,0,0,0,0,1,1,2,2,2,0,0,1,1,3,3,3,1,5,1,3,1,1,1,3,3,2,1,1,2,1,0,0,0,1,5,0,4,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,41,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,3,10,5,5,756,756,756,0,1377,304.194,0.0,244.469,113.242,715.095,73143,0,6015,37984,1377,0,244,113,715,0,0,21437
2,3229,3593,5,1,1972,4,0,8,0,10,3,2,4,7,0,0,0,0,0,1,2,1,5,2,5,1,22,3,2,12,1,1,1,4,2,1,12,1,1,2,3,3,1,5,1,4,2,1,2,3,3,2,1,2,2,2,2,2,1,1,5,0,7,1,5,0,0,0,1,0,0,1,7,1,1,1,0,0,0,6,1,1,0,1,1,0,30,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,2,13,0,10,1456,1456,1456,1456,2220,183.428,208.187,234.572,222.36,1371.454,56813,5328,5691,35097,2220,208,235,222,1371,0,0,16651
1,2796,2559,5,1,1990,6,0,3,0,10,3,2,5,8,0,0,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,1,11,1,1,2,3,3,1,5,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,5,0,5,1,5,0,0,0,1,0,1,0,6,3,1,1,72,78,72,5,1,0,0,2,1,0,42,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,5,1848,1848,1155,1386,2337,210.971,675.514,305.164,223.565,921.786,59028,17062,5647,23282,2337,676,305,224,922,0,0,17300
2,557,791,2,1,1960,3,0,5,0,10,3,1,2,5,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,13,0,4,1192,1192,1192,119,324,0.0,15.651,133.274,29.033,146.076,100758,723,1341,6746,1259,16,133,29,146,1,1,4386
2,2004,1875,4,1,2006,8,0,5,0,20,3,3,3,6,1,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,13,1,1,2,3,3,1,1,1,2,2,2,0,1,1,0,0,0,0,0,2,1,1,2,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,6,0,22,2709,2309,1539,0,345,0.0,0.0,0.0,27.431,317.569,53011,0,752,18558,800,0,106,27,438,1,1,2772
2,3658,3471,5,1,1980,5,0,6,0,20,4,1,4,8,1,1,2,0,0,1,2,1,5,1,4,0,0,0,0,0,1,1,2,1,1,1,30,1,1,3,2,3,1,5,1,3,2,1,0,2,2,1,1,0,1,1,2,1,1,2,5,0,8,2,5,0,0,0,1,0,1,0,8,3,1,1,75,75,74,6,3,0,0,0,2,1,41,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,4,12,5,16,2880,2630,2630,2630,3346,96.931,1152.412,337.399,151.406,1607.852,95632,32937,4327,45954,3346,1152,337,151,1608,0,0,28028
2,3075,2744,5,2,1958,2,0,5,0,10,3,1,3,6,0,0,0,0,0,0,0,1,1,2,3,0,22,2,1,0,0,0,0,0,0,0,0,1,1,5,3,3,1,5,1,2,1,1,0,1,2,0,0,0,0,0,2,2,0,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,41,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,3,8,1,17,1346,1346,224,449,1862,221.208,597.365,0.0,243.938,799.489,78188,13312,5436,23166,2387,597,448,244,876,1,1,12161
2,1229,1235,4,1,1951,2,0,5,0,10,2,1,4,6,0,0,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,8,915,915,0,0,268,0.0,0.0,0.0,57.158,210.842,14863,0,1509,9124,396,0,70,57,269,1,1,2073
5,2904,2613,5,2,1965,3,2,0,1,0,1,1,2,3,0,0,0,0,0,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,3,1,5,1,1,1,1,0,0,0,3,3,1,0,80,70,75,1,3,0,0,0,2,0,10,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,559,559,559,559,1074,293.39,225.312,232.316,89.231,233.751,29589,6207,2458,6440,1074,225,232,89,234,0,0,8672
4,1003,544,4,2,1970,4,0,6,1,0,2,1,2,4,0,0,0,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,2,1,3,1,2,1,1,0,1,2,5,0,4,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,6,6,3,5,1081,1081,1081,0,411,131.151,0.0,0.0,42.975,236.874,135347,0,1130,74874,1775,0,365,43,989,1,1,3168
5,232,374,1,2,1970,4,3,0,1,0,1,1,3,4,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,4,0,0,0,0,0,1,0,0,1,3,1,4,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,1,0,1,784,784,784,196,409,89.085,16.219,0.0,86.987,216.71,76476,320,1716,10630,1638,16,167,87,309,3,5,2365
2,2380,2308,5,1,1976,4,0,5,0,10,2,1,1,3,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,1,0,0,1,3,3,1,0,65,78,60,1,3,0,0,2,2,0,30,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,4,645,645,645,645,259,0.0,101.025,0.0,54.412,103.562,26168,1971,1062,3600,536,101,84,54,124,1,1,1481
5,3464,3115,5,1,1970,4,2,0,1,0,2,2,3,5,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,5,1,5,0,0,0,1,0,0,0,5,3,1,1,76,76,76,4,1,0,0,2,0,0,20,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,12,960,960,960,960,1349,183.186,484.279,175.079,138.295,368.162,31384,11267,3217,8565,1349,484,175,138,368,0,0,9198
2,347,611,1,1,1974,4,0,6,0,20,4,3,7,11,1,2,2,0,0,1,2,1,5,2,5,1,3,1,2,12,1,1,1,3,2,1,30,1,2,3,3,3,1,5,1,6,2,1,1,2,2,1,2,1,2,2,2,5,2,3,1,0,11,2,1,0,0,0,1,0,0,0,11,1,1,1,0,0,0,5,3,1,1,0,1,1,41,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,3,10,4,24,5137,5137,4741,3153,2224,75.952,57.082,0.0,204.571,1886.396,152798,1588,5692,55812,3159,57,178,205,1921,1,1,18136
3,801,866,2,2,1980,5,0,5,0,20,3,2,3,6,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,13,1,1,3,3,3,1,5,2,2,2,1,0,1,3,0,0,0,0,0,2,3,0,2,1,0,6,1,1,0,0,0,1,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,3,0,30,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,2,5,0,9,1488,1488,1364,1364,699,59.342,42.81,0.0,95.798,501.051,99894,1504,3365,17602,1355,43,211,96,501,1,2,7197
2,1232,1317,3,1,1998,6,0,5,0,10,3,2,2,5,0,0,0,0,0,1,2,0,5,1,4,0,0,0,0,0,0,0,0,0,0,1,20,1,2,3,2,3,1,5,1,3,2,1,1,4,3,2,1,1,2,2,1,0,1,1,5,0,5,1,5,0,0,0,1,0,1,1,5,3,1,0,70,72,70,3,3,0,0,1,2,1,41,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,18,7,23,2050,2050,2050,2050,2232,565.019,282.007,390.826,147.272,846.876,93976,9231,4821,27721,2899,282,391,147,847,0,0,21413
2,472,597,2,1,1955,2,0,6,0,10,3,1,5,8,1,2,1,0,0,1,2,1,1,2,4,0,22,3,1,12,1,1,2,2,2,1,13,1,1,3,1,3,1,1,1,2,1,1,1,2,2,0,0,0,0,0,2,1,2,3,5,0,8,2,1,0,0,0,1,0,0,0,8,2,1,1,65,65,65,0,0,0,0,3,3,0,50,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,5,13,5,18,2160,1760,1760,1760,738,271.146,32.587,0.0,78.845,355.843,157557,991,2398,66878,2168,33,837,79,949,1,1,6583
2,2961,3033,5,1,1950,2,0,5,0,40,5,3,5,10,0,0,0,1,5,1,2,1,5,1,5,1,0,0,0,0,0,0,0,0,0,1,11,1,1,3,2,2,1,5,1,5,2,1,1,2,3,2,2,1,2,2,1,0,1,3,5,0,10,2,5,0,0,0,1,0,0,1,10,3,1,1,68,68,68,7,3,0,0,0,2,1,60,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,3,12,4,24,2775,2775,2775,2775,3191,303.948,1104.317,347.815,198.048,1236.872,86627,29979,5376,33578,3191,1104,348,198,1237,0,0,25389
5,1318,1497,3,2,1970,4,2,0,1,0,2,1,2,4,0,0,0,0,0,1,2,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,3,1,5,0,1,0,1,0,0,0,3,2,1,0,77,80,75,1,4,0,0,2,1,0,10,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,15,968,968,726,726,906,325.686,78.824,178.806,62.757,259.926,34939,3040,2420,10024,906,79,179,63,260,0,0,10240
4,3686,3525,5,2,1972,4,0,1,1,0,2,1,2,4,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,4,0,0,0,0,0,1,0,0,1,5,0,4,1,1,0,0,0,1,0,0,0,4,3,1,0,77,80,77,2,2,0,0,1,2,0,20,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,9,681,681,681,681,1072,234.56,392.986,0.0,144.219,300.234,43844,12503,4588,9552,1326,393,254,144,300,1,2,9996
5,1080,1143,3,2,1920,1,5,0,1,0,1,1,2,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,0,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,3,0,3,4,4,5,573,573,573,0,1117,0.0,0.0,684.803,191.347,240.849,68599,0,3130,11868,1852,0,685,191,357,3,5,5355
2,500,632,2,1,1954,2,0,6,0,10,2,2,4,6,0,0,0,0,0,1,2,1,5,1,4,1,0,0,0,0,1,1,1,3,1,1,30,1,1,3,3,3,1,5,1,3,3,2,0,2,2,2,1,0,1,1,2,2,1,2,3,0,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,6,0,50,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,11,4,24,1773,1773,1478,887,1426,0.0,41.09,0.0,149.841,1235.07,189094,925,3373,27799,4247,41,560,150,1235,0,0,9407
3,552,838,2,1,2003,7,0,6,0,20,3,1,3,6,0,0,0,0,0,1,2,1,5,1,5,1,0,0,0,0,0,0,0,0,0,1,13,1,2,3,3,3,1,5,1,6,2,1,1,5,5,1,2,0,3,3,2,1,1,2,3,0,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,3,0,60,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,4,9,7,18,2016,2016,1344,896,1573,0.0,101.245,0.0,255.977,1215.778,101142,2073,5242,24898,2779,101,239,256,1216,0,0,9441
2,599,622,2,1,1931,1,0,6,0,20,3,2,2,5,0,0,0,0,0,1,2,1,1,1,3,0,0,0,0,0,1,1,2,1,2,1,30,1,1,3,3,3,1,5,1,2,1,1,1,2,1,0,0,0,0,0,2,1,1,3,1,0,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,50,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,5,8,3,17,3144,3144,1936,774,1229,0.0,27.602,0.0,117.86,1083.537,114574,467,1993,29300,2553,28,343,118,1238,1,1,6092
2,485,507,2,1,1962,3,0,6,0,20,5,3,6,11,1,3,2,0,0,1,2,1,5,2,4,0,22,3,2,12,1,1,1,2,2,1,13,1,2,3,3,3,1,1,1,6,1,3,1,3,2,2,1,1,2,2,3,1,1,2,1,0,11,3,1,0,0,0,1,0,0,1,11,3,1,1,72,78,75,9,3,0,0,3,4,0,50,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,4,10,3,23,6218,5568,4051,4051,2225,0.0,244.758,0.0,252.625,1727.617,265040,4496,4641,42176,5138,245,881,253,1863,1,1,11979
2,3515,3361,5,2,2002,7,0,5,0,20,4,2,5,9,1,2,2,0,0,1,2,1,5,2,4,0,21,4,2,12,0,0,0,0,0,1,20,1,1,3,3,3,1,5,1,6,2,1,1,2,2,2,1,1,3,2,4,5,1,2,5,0,9,2,5,0,0,0,1,0,0,1,9,3,1,1,77,77,74,6,3,0,0,2,2,0,41,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,7,10,6,16,3320,2920,2920,2920,3581,138.595,1175.423,450.129,219.979,1596.874,86515,28398,5315,38580,3581,1175,450,220,1597,0,0,25356
2,283,329,1,1,2005,8,0,5,0,20,4,4,5,9,1,3,2,2,5,1,2,1,1,3,4,0,21,3,1,12,0,0,0,0,0,1,13,1,1,3,2,2,1,5,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,9,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,60,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,3,10,2,24,8408,8408,8408,0,1608,0.0,0.0,0.0,341.821,1266.179,373590,0,13003,83313,3772,0,682,342,1510,1,1,17928
2,2368,2461,5,1,1990,6,0,5,0,10,3,1,3,6,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,5,2,3,1,2,1,1,2,1,2,1,2,2,2,2,2,2,5,0,6,1,5,0,0,0,1,0,0,0,6,3,1,1,76,76,76,5,3,0,0,0,0,1,41,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,4,4,13,1450,1450,1450,1450,1946,321.24,376.55,311.571,67.606,869.033,53613,10374,1863,23942,1946,377,312,68,869,0,0,15713
5,576,558,2,1,1997,6,3,0,1,0,2,2,2,4,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,1,2,3,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,4,1,3,1,1,1,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,18,1205,1205,1205,1205,784,0.0,54.58,0.0,175.457,553.963,78158,1117,3592,11341,1856,55,167,175,554,0,0,4704
2,715,608,4,1,1963,3,0,2,0,10,4,2,2,6,1,2,2,1,5,1,2,1,5,1,4,1,0,0,0,0,1,1,2,2,1,1,13,1,1,3,3,3,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,0,1,2,5,0,6,1,5,0,1,0,1,0,0,0,6,1,1,1,0,0,0,6,2,0,0,2,2,0,41,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,5,8,2,24,1798,1398,1398,1398,753,118.399,18.462,164.682,51.138,400.32,66810,477,1321,57698,1251,18,165,51,898,1,1,5702
2,3909,3579,5,2,1970,4,0,6,0,10,3,1,2,5,1,2,2,1,5,1,2,1,5,1,3,0,0,0,0,0,1,1,2,2,2,0,0,1,1,2,3,3,1,5,1,2,3,1,1,1,2,0,0,0,0,0,1,0,1,1,1,0,5,1,1,0,0,0,1,0,0,0,5,3,1,0,80,80,75,3,3,0,0,1,3,0,41,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,3,5,3,4,1669,1269,1269,1269,2233,0.0,834.189,0.0,160.654,1238.158,73905,21789,4196,32340,2558,834,186,161,1238,1,1,17094
4,538,689,2,2,1920,1,0,8,1,0,2,1,4,6,0,0,0,0,0,1,2,1,5,1,4,0,0,0,0,0,1,1,2,1,1,0,0,1,1,3,3,3,1,5,1,3,2,1,0,2,2,1,1,0,2,2,1,0,1,2,3,0,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,41,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,4,6,2,12,1344,1344,1344,448,1192,0.0,64.095,351.838,79.113,696.954,80181,1190,1468,12935,2191,64,352,79,697,0,0,6484
5,1885,1515,4,2,1979,4,2,0,2,0,2,1,2,4,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,4,3,2,0,2,3,1,1,0,1,3,2,1,1,3,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,20,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,2,1,1,3,7,3,20,1038,1038,519,519,407,18.874,52.794,0.0,88.537,246.796,34266,1280,2147,12713,694,53,91,89,326,2,1,2893
5,2033,1688,4,2,1975,4,2,0,2,0,3,1,2,5,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,5,1,2,2,1,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,42,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,4,8,3,7,818,818,0,0,866,0.0,0.0,363.352,44.84,457.807,55374,0,1047,45845,1200,0,363,45,792,1,1,5925
5,4418,4311,5,2,1970,4,12,0,1,0,2,2,2,4,0,0,0,0,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,1,12,1,2,1,3,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,8,810,810,0,0,1164,0.0,0.0,336.21,142.384,685.406,16408,0,2007,9662,1164,0,336,142,685,0,0,4809
5,1182,1174,4,2,1988,5,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,7,0,9,435,435,0,0,185,0.0,0.0,0.0,95.61,89.39,11386,0,3500,5206,283,0,57,96,130,1,1,1985
3,457,545,2,3,1997,6,0,3,0,10,2,2,2,4,1,1,2,0,0,1,2,0,5,1,2,1,0,0,0,0,0,0,0,0,0,1,12,1,1,2,2,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,1,0,0,0,4,1,1,1,0,0,0,2,3,0,0,1,7,0,30,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,5,1142,892,892,892,410,50.264,14.053,0.0,74.778,270.905,51935,406,2163,7834,818,14,102,75,271,1,1,3475
5,1043,1165,3,2,1930,1,5,0,1,0,1,1,2,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,0,0,0,0,0,1,3,1,3,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,1,0,0,6,573,573,573,0,1045,0.0,0.0,0.0,331.21,713.79,73797,0,5219,15133,2050,0,121,331,770,3,5,4826
2,1883,1662,4,1,1998,6,0,2,0,10,3,2,2,5,1,2,2,0,0,1,2,1,5,1,4,1,0,0,0,0,1,1,2,1,2,1,13,1,1,2,3,3,1,5,2,3,1,1,2,2,2,3,1,0,2,3,1,0,1,1,5,0,4,1,5,0,0,0,1,0,1,1,5,3,1,1,70,72,72,4,3,0,0,1,3,0,41,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,3,9,2,15,2120,1720,1376,1720,1915,290.034,303.354,295.463,175.841,850.307,63187,10009,5802,28057,1915,303,295,176,850,0,0,18519
4,130,72,4,1,1956,2,0,1,1,0,2,1,2,4,0,0,0,0,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,13,1,2,2,2,3,1,1,1,2,2,2,1,2,2,0,0,0,0,0,5,3,0,3,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,7,0,24,1362,1362,1130,0,320,0.0,0.0,0.0,53.598,266.443,35572,0,1580,13271,577,0,79,54,320,1,1,2765
3,679,821,2,2,1980,5,0,2,0,10,2,1,2,4,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,41,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,2,1,2,675,675,675,0,492,0.0,0.0,0.0,101.705,390.295,71758,0,2629,17587,751,0,34,102,423,1,1,3727
2,1837,2269,5,1,1996,6,0,5,0,20,4,2,5,9,1,2,2,0,0,1,2,1,5,1,5,1,0,0,0,0,1,1,1,2,2,1,30,1,2,4,3,3,1,5,1,3,2,1,0,3,5,1,1,0,1,1,3,3,1,2,1,0,9,2,1,0,0,0,1,0,0,1,9,3,1,0,72,72,72,2,3,0,0,4,7,0,41,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,4,10,4,18,5746,5346,5346,5346,1826,33.673,754.433,0.0,112.404,925.49,145381,29236,4356,35865,2622,754,273,112,925,1,1,20739
2,1304,1384,3,2,2005,8,0,5,0,20,4,3,6,10,1,2,2,0,0,1,2,1,1,2,4,1,21,4,2,12,1,1,2,1,1,1,20,1,2,3,2,3,1,5,1,5,1,1,0,3,1,2,2,0,2,2,8,5,2,2,1,0,10,1,1,0,0,0,1,0,1,1,10,3,1,1,73,73,73,1,1,0,0,0,1,3,50,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,4,8,2,23,3936,3536,3536,3536,2831,79.943,721.668,0.0,317.125,1712.264,189422,15704,6901,63242,4559,722,299,317,2064,1,1,18055
2,438,610,2,1,1920,1,0,5,0,10,3,1,5,8,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,1,1,2,1,2,1,30,1,1,2,3,3,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,2,0,50,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,2,14,0,7,1260,1260,473,105,1151,98.701,27.246,0.0,99.82,925.233,248891,821,3006,44070,3241,27,482,100,1083,1,1,10160
2,995,1329,3,1,1999,6,0,5,0,10,2,3,4,6,1,2,2,0,0,1,2,1,5,2,5,1,22,3,2,12,1,1,2,2,1,1,13,1,1,2,3,3,1,5,1,5,1,1,0,2,2,1,1,0,1,1,1,0,1,2,1,0,6,1,1,0,0,0,1,0,0,0,6,3,1,1,74,74,76,6,2,0,0,2,2,0,41,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,2,13,0,10,3014,2614,1305,1305,1253,117.866,113.72,0.0,215.083,806.331,101912,4542,8591,32206,2052,114,274,215,806,1,1,14668
